Date,Close,High,Low,Open,Volume,Mount
2023-02-14,7.4088287353515625,7.4088287353515625,7.363881028823981,7.378863835806361,89707,2023-02
2023-02-15,7.431301593780518,7.431301593780518,7.386353891109566,7.408828099654791,81663,2023-02
2023-02-16,7.4013352394104,7.44628221881135,7.378861749709925,7.431300130484153,102418,2023-02
2023-02-17,7.438794136047363,7.461267633615411,7.3788643329194965,7.3788643329194965,74722,2023-02
2023-02-22,7.438794136047363,7.453776229619526,7.3788643329194965,7.438794136047362,74910,2023-02
2023-02-23,7.416318416595459,7.46126611701495,7.348897937595413,7.438792624014935,142927,2023-02
2023-02-24,7.446282386779785,7.4537737883220485,7.393844004822687,7.431300298114631,54119,2023-02
2023-02-27,7.453774452209473,7.461265854418975,7.4238095577909,7.44628304999997,66214,2023-02
2023-02-28,7.468756675720215,7.4762473629276665,7.423808980378599,7.453773872466549,126102,2023-02
2023-03-01,7.446282386779785,7.476247278529466,7.416317495030104,7.468756591406575,149730,2023-03
2023-03-02,7.416318416595459,7.476248207541807,7.401336326068602,7.4462833120686325,298908,2023-03
2023-03-03,7.416318416595459,7.453774714541791,7.401336326068602,7.416318416595458,187112,2023-03
2023-03-06,7.416318416595459,7.453774714541791,7.393844923595443,7.416318416595458,134362,2023-03
2023-03-07,7.431301593780518,7.453775087906245,7.401336696806383,7.42381019093211,165876,2023-03
2023-03-08,7.400938987731934,7.454073702660538,7.400938987731934,7.438892665783593,134566,2023-03
2023-03-09,7.400938987731934,7.438892665783593,7.370576190071845,7.416120748515076,118002,2023-03
2023-03-10,7.393348693847656,7.416121336828903,7.370576774772665,7.370576774772665,75899,2023-03
2023-03-13,7.347804069519043,7.408529663159185,7.347804069519043,7.3933479027960605,86154,2023-03
2023-03-14,7.325031757354736,7.385757353717201,7.317441600739087,7.378167197101551,90370,2023-03
2023-03-15,7.317442417144775,7.355395376176062,7.287079615575971,7.34780521871358,101672,2023-03
2023-03-16,7.35539436340332,7.370576124050475,7.302259648950666,7.317441409597819,78456,2023-03
2023-03-17,7.35539436340332,7.40093892143859,7.332622446338782,7.355394363403321,113367,2023-03
2023-03-20,7.340215682983398,7.408532180013843,7.302261993087994,7.362987607358072,121103,2023-03
2023-03-21,7.317442417144775,7.362986257544836,7.287079615575971,7.317442417144775,160765,2023-03
2023-03-22,7.378169059753418,7.41612274803809,7.340215371468747,7.34780625390696,98373,2023-03
2023-03-23,7.393348693847656,7.408530455835154,7.302260293641436,7.302260293641436,105709,2023-03
2023-03-24,7.400938987731934,7.438892665783593,7.38575722694879,7.400938987731934,69355,2023-03
2023-03-27,7.4464826583862305,7.492026487493411,7.385756346399805,7.431300899413096,73713,2023-03
2023-03-28,7.423710346221924,7.446482985682554,7.378166515112949,7.393347550847226,76182,2023-03
2023-03-29,7.408529758453369,7.446483435943192,7.378166961242749,7.4237107951055865,92272,2023-03
2023-03-30,7.37057638168335,7.431301978582198,7.3402135832339255,7.408530060721684,86125,2023-03
2023-03-31,7.378169059753418,7.393350100723452,7.34780625390696,7.385759218285238,83911,2023-03
2023-04-03,7.385757923126221,7.416121447554556,7.355395122604152,7.385757923126221,113134,2023-04
2023-04-04,7.416119575500488,7.431300609976235,7.3629841450701665,7.393346937927744,83309,2023-04
2023-04-05,7.416119575500488,7.431300609976235,7.3857560587368285,7.3857560587368285,62748,2023-04
2023-04-06,7.438892841339111,7.438892841339111,7.416120923533184,7.431301960768398,76534,2023-04
2023-04-10,7.438892841339111,7.438892841339111,7.400939162391757,7.431301960768398,97774,2023-04
2023-04-11,7.423491954803467,7.438893007959053,7.3849882203180215,7.438893007959053,115815,2023-04
2023-04-12,7.415791034698486,7.431192087799395,7.38498819409902,7.423491928447765,74684,2023-04
2023-04-13,7.415791034698486,7.454294769047231,7.392689087848299,7.423491928447765,78664,2023-04
2023-04-14,7.400390148162842,7.431192992512409,7.392689987873753,7.400390148162842,54198,2023-04
2023-04-17,7.454293727874756,7.477395671498198,7.400388213556663,7.400388213556663,110611,2023-04
2023-04-18,7.44659423828125,7.492798134233827,7.431192450031935,7.454295132405909,70440,2023-04
2023-04-19,7.485097885131836,7.492798044766865,7.454295043398687,7.461995203033717,105565,2023-04
2023-04-20,7.485097885131836,7.492798044766865,7.39268935993239,7.492798044766865,108732,2023-04
2023-04-24,7.44659423828125,7.492798134233827,7.431192450031935,7.485097974506854,100403,2023-04
2023-04-25,7.392688751220703,7.4619945886154095,7.354185018625234,7.446593536215791,115339,2023-04
2023-04-26,7.369585037231445,7.431190706983207,7.338782202355565,7.423490549062372,101813,2023-04
2023-04-27,7.400390148162842,7.415791937536495,7.338784459463705,7.354186248837358,87404,2023-04
2023-04-28,7.400390148162842,7.415791937536495,7.3772881985001,7.392689987873753,88962,2023-04
2023-05-02,7.485097885131836,7.485097885131835,7.3541856241665355,7.39268935993239,84554,2023-05
2023-05-03,7.469696998596191,7.531302689497778,7.408091307694605,7.469696998596191,90721,2023-05
2023-05-04,7.4773969650268555,7.515900700658455,7.431192335389402,7.4850978590327095,55408,2023-05
2023-05-05,7.4773969650268555,7.4850978590327095,7.454295017406965,7.4850978590327095,78912,2023-05
2023-05-08,7.5004987716674805,7.5004987716674805,7.43889308957393,7.477396824481814,113352,2023-05
2023-05-09,7.477081775665283,7.555130944329329,7.461472388531696,7.508301294264494,110597,2023-05
2023-05-10,7.438058853149414,7.4926935811535875,7.399034260098491,7.484888513676963,125701,2023-05
2023-05-11,7.430253982543945,7.461473505817989,7.391229392368354,7.453668438916441,112724,2023-05
2023-05-12,7.399034023284912,7.453668749540446,7.367814498709826,7.414644157738545,83897,2023-05
2023-05-15,7.523914813995361,7.531719138910679,7.399035939029435,7.399035939029435,111703,2023-05
2023-05-16,7.578546524047852,7.578546524047851,7.492693021217496,7.492693021217496,94609,2023-05
2023-05-17,7.570743083953857,7.609767682474032,7.500498955484005,7.570743083953857,92601,2023-05
2023-05-18,7.555132865905762,7.601961783549051,7.477083677390646,7.562937189291493,142218,2023-05
2023-05-19,7.570743083953857,7.578548152524354,7.516109092624998,7.570743083953857,95125,2023-05
2023-05-22,7.594155788421631,7.6956194233675035,7.555131943261948,7.570741332459394,206109,2023-05
2023-05-23,7.555132865905762,7.656596513242523,7.531717662751892,7.594156715831095,95235,2023-05
2023-05-24,7.5004987716674805,7.586353035174274,7.422450320872191,7.5551335059897005,130485,2023-05
2023-05-25,7.539523601531982,7.625377867684037,7.453670079712238,7.492694678478418,102589,2023-05
2023-05-26,7.523914813995361,7.547329277406059,7.469280073593902,7.53952420815837,186706,2023-05
2023-05-29,7.531716346740723,7.539521413094906,7.477082370925631,7.531716346740723,133374,2023-05
2023-05-30,7.539523601531982,7.54732867015168,7.477084541239021,7.539523601531982,95113,2023-05
2023-05-31,7.49269437789917,7.547328367380719,7.484889309592583,7.539523299074132,85215,2023-05
2023-06-01,7.484889984130859,7.516109515838432,7.461475521433267,7.516109515838432,117372,2023-06
2023-06-02,7.516107082366943,7.547326603966647,7.492692627250191,7.516107082366943,129865,2023-06
2023-06-05,7.562937259674072,7.570742327464665,7.492693882555437,7.523913409385575,161016,2023-06
2023-06-06,7.570743083953857,7.570743083953857,7.531718485433683,7.570743083953857,170373,2023-06
2023-06-07,7.578546524047852,7.586351590941196,7.547327000806618,7.570741457154506,619287,2023-06
2023-06-09,7.626062870025635,7.641900613924106,7.58646737744765,7.610224370905959,133125,2023-06
2023-06-12,7.610223770141602,7.633981516945638,7.59438602749339,7.61814301907628,101294,2023-06
2023-06-13,7.6023054122924805,7.618143155223736,7.578547665063859,7.610223906147529,150745,2023-06
2023-06-14,7.610223770141602,7.61814301907628,7.586466778558711,7.602305276428068,133266,2023-06
2023-06-15,7.626062870025635,7.641900613924106,7.58646737744765,7.602305876567326,146295,2023-06
2023-06-16,7.681494235992432,7.713170471297143,7.602304025341161,7.641898753056286,171412,2023-06
2023-06-19,7.665658473968506,7.7369302106000575,7.641900724943845,7.713172461575396,209797,2023-06
2023-06-20,7.721091270446777,7.729010519669548,7.649819537884189,7.673576530331327,130570,2023-06
2023-06-21,7.721091270446777,7.744848262893916,7.689415028776868,7.729010519669548,83863,2023-06
2023-06-22,7.721091270446777,7.729010519669548,7.689415028776868,7.721091270446777,116418,2023-06
2023-06-23,7.736929893493652,7.760686886323391,7.689415152612989,7.689415152612989,110084,2023-06
2023-06-26,7.744848251342773,7.760686749764692,7.721091258931067,7.736929757352986,96696,2023-06
2023-06-27,7.752766132354736,7.752766132354736,7.721089896322256,7.736928391949015,112245,2023-06
2023-06-28,7.744848251342773,7.760686749764692,7.7131720097201075,7.752767500553732,147942,2023-06
2023-06-29,7.760686874389648,7.760686874389648,7.6814958914507105,7.744848375713387,141396,2023-06
2023-06-30,7.721091270446777,7.768606010562228,7.673576530331327,7.760686761339457,244690,2023-06
2023-07-03,7.776524066925049,7.784443315702148,7.721090835927613,7.75276707581488,137627,2023-07
2023-07-04,7.784442901611328,7.784442901611328,7.760685911764904,7.784442901611328,130796,2023-07
2023-07-05,7.8002824783325195,7.808200972563644,7.768606235744437,7.784443979427881,130502,2023-07
2023-07-06,7.847794532775879,7.895309262572283,7.78444206319468,7.800280558200485,198855,2023-07
2023-07-07,7.919065952301025,7.919065952301025,7.855713485100296,7.863632732305632,198099,2023-07
2023-07-10,7.878950595855713,7.8949977061929495,7.846857140349576,7.8949977061929495,214345,2023-07
2023-07-11,7.903021812438965,7.951161616470788,7.8388348969509405,7.878951145254664,149065,2023-07
2023-07-12,7.870926856994629,7.919066651866288,7.8629033027932715,7.886973200229101,108499,2023-07
2023-07-13,7.8629045486450195,7.894998005367311,7.822787536450065,7.878950894421983,132008,2023-07
2023-07-14,7.903021812438965,7.911044602998676,7.862904798966853,7.878951145254664,105818,2023-07
2023-07-17,7.886973857879639,7.919067312192919,7.878950303009241,7.903020967620432,81193,2023-07
2023-07-18,7.886973857879639,7.935114421933712,7.886973857879639,7.894997412750035,152834,2023-07
2023-07-19,7.854879856109619,7.919066760262584,7.830809958344321,7.90302041680847,176420,2023-07
2023-07-20,7.870926856994629,7.87092685699463,7.806739188552012,7.8629033027932715,97438,2023-07
2023-07-21,7.8629045486450195,7.886974449894647,7.8147639809774,7.8629045486450195,112133,2023-07
2023-07-24,7.894997596740723,7.894997596740723,7.862904141679514,7.862904141679514,69861,2023-07
2023-07-25,7.911042213439941,7.919065766744499,7.870925977253472,7.894995871998985,79465,2023-07
2023-07-26,7.927091598510742,7.927091598510742,7.862904683961537,7.9190680428999976,314745,2023-07
2023-07-27,7.919067859649658,7.919067859649658,7.854880946585762,7.919067859649658,126797,2023-07
2023-07-28,7.9431376457214355,7.9431376457214355,7.89499784420487,7.92709130027203,128045,2023-07
2023-07-31,7.975230693817139,7.991277803614006,7.870927540810738,7.935114449661589,190733,2023-07
2023-08-01,7.991278171539307,7.999301726807151,7.93511481500108,7.9752310610036155,117196,2023-08
2023-08-02,7.999300003051758,7.999300003051758,7.9511594469867575,7.9511594469867575,121780,2023-08
2023-08-03,8.01534652709961,8.023370080820797,7.983253077383054,7.991276631104242,100079,2023-08
2023-08-04,8.00732421875,8.023371328688167,7.983254319011064,8.015347773719084,151529,2023-08
2023-08-07,8.031393051147461,8.047439392256045,7.991276050623787,8.007322391732371,1032413,2023-08
2023-08-08,8.023266792297363,8.055782533872813,7.998880179924884,8.015137663094393,164058,2023-08
2023-08-09,8.015135765075684,8.031394019631598,7.998878285756015,8.015135765075684,100106,2023-08
2023-08-10,8.031393051147461,8.055779654804372,8.015134798552085,8.039522177445148,126560,2023-08
2023-08-11,8.031393051147461,8.055779654804372,8.015134798552085,8.039522177445148,127242,2023-08
2023-08-14,8.05578327178955,8.063912401737156,8.023267527235632,8.031396657183237,104789,2023-08
2023-08-15,8.05578327178955,8.063912401737156,8.023267527235632,8.063912401737156,154022,2023-08
2023-08-16,8.063912391662598,8.063912391662598,8.015138387274403,8.055783261725148,118121,2023-08
2023-08-17,8.080168724060059,8.080168724060059,8.007008890765189,8.015137244307025,205700,2023-08
2023-08-18,8.104554176330566,8.11268252793266,8.023264458419993,8.11268252793266,140114,2023-08
2023-08-21,8.088294982910156,8.128939837143093,8.055779254571029,8.104553234697777,110695,2023-08
2023-08-22,8.12894344329834,8.137072572798388,8.06391195777087,8.104556830034653,148185,2023-08
2023-08-23,8.1451997756958,8.153328128036772,8.096425785468591,8.128941520541307,126433,2023-08
2023-08-24,8.153327941894531,8.16145706928619,8.120812207564159,8.137070462347474,104548,2023-08
2023-08-25,8.1451997756958,8.153328128036772,8.10455491304584,8.1451997756958,127921,2023-08
2023-08-28,8.12894344329834,8.145201702298436,8.088298571034557,8.137072572798388,141278,2023-08
2023-08-29,8.1451997756958,8.161457255614021,8.096425785468591,8.128941520541307,123030,2023-08
2023-08-30,8.1451997756958,8.161457255614021,8.10455491304584,8.1451997756958,109797,2023-08
2023-08-31,8.1451997756958,8.153328128036772,8.120812392964059,8.1451997756958,67213,2023-08
2023-09-01,8.153327941894531,8.210231058399877,8.1126830801725,8.14519958973913,208566,2023-09
2023-09-04,8.185846328735352,8.185846328735352,8.13707309905363,8.16958884392028,85246,2023-09
2023-09-05,8.210230827331543,8.226488306421052,8.137070233338168,8.185843445842927,125250,2023-09
2023-09-06,8.242748260498047,8.242748260498047,8.202103391538476,8.210232520377668,104292,2023-09
2023-09-08,8.242748260498047,8.242748260498047,8.169587651418096,8.234619131658853,204759,2023-09
2023-09-11,8.283920288085938,8.3003889054584,8.176871526599738,8.24274756669827,112432,2023-09
2023-09-12,8.250982284545898,8.28392030466107,8.23451288183614,8.259216200596434,133496,2023-09
2023-09-13,8.209809303283691,8.242747322356568,8.193339901095094,8.234512621262269,144537,2023-09
2023-09-14,8.259215354919434,8.28391945645457,8.218042637665137,8.242746739200273,99522,2023-09
2023-09-15,8.267450332641602,8.300388350488609,8.209808997735413,8.259215631853777,166809,2023-09
2023-09-18,8.250982284545898,8.300388922066483,8.23451288183614,8.267450901951312,84687,2023-09
2023-09-19,8.27568531036377,8.300388628249614,8.242747291414538,8.292153927186227,99720,2023-09
2023-09-20,8.250982284545898,8.292154220711604,8.250982284545898,8.27568560330619,96823,2023-09
2023-09-21,8.234512329101562,8.28391974861006,8.234512329101562,8.28391974861006,126265,2023-09
2023-09-22,8.267450332641602,8.283919734217251,8.22627761400677,8.259215631853777,118705,2023-09
2023-09-25,8.283920288085938,8.283920288085938,8.234512865359868,8.267450885409133,103953,2023-09
2023-09-26,8.267450332641602,8.283919734217251,8.250981716370244,8.283919734217251,93740,2023-09
2023-09-27,8.292153358459473,8.300388058958074,8.259215341769332,8.267450042267933,144669,2023-09
2023-09-28,8.283920288085938,8.292154204119997,8.250982268036672,8.292154204119997,68335,2023-09
2023-09-29,8.292153358459473,8.292153358459473,8.259215341769332,8.283919443265136,122850,2023-09
2023-10-02,8.300387382507324,8.300387382507324,8.259214668674007,8.283918768156516,145188,2023-10
2023-10-03,8.292153358459473,8.308622759456675,8.275684742766535,8.300388058958074,104205,2023-10
2023-10-04,8.316855430603027,8.316855430603027,8.267448024971328,8.283917421949917,178607,2023-10
2023-10-05,8.259215354919434,8.316857473197153,8.176870705715107,8.316857473197153,327207,2023-10
2023-10-06,8.267450332641602,8.275685033429426,8.18510489537194,8.259215631853777,119289,2023-10
2023-10-09,8.275785446166992,8.317455430625044,8.22578035209172,8.259116816540566,124424,2023-10
2023-10-10,8.242448806762695,8.275785270503935,8.22578017749008,8.275785270503935,175863,2023-10
2023-10-11,8.200778007507324,8.267450934820067,8.167441543850952,8.234114471163695,259644,2023-10
2023-10-13,8.242448806762695,8.250782326595013,8.175775879280213,8.209112343021454,124269,2023-10
2023-10-16,8.234112739562988,8.250780570484002,8.200776282917138,8.242447052425405,130656,2023-10
2023-10-17,8.200778007507324,8.259116620204978,8.175775858466041,8.250782305589887,182627,2023-10
2023-10-18,8.167441368103027,8.225779979545344,8.167441368103027,8.184109202170559,131670,2023-10
2023-10-19,8.142438888549805,8.192443183523329,8.117435946259105,8.167441036036568,204574,2023-10
2023-10-20,8.184107780456543,8.209110719420375,8.109100553172713,8.159105636296543,153042,2023-10
2023-10-23,8.150773048400879,8.192443827356291,8.125770898949233,8.184109512604408,99893,2023-10
2023-10-24,8.142438888549805,8.150772407842767,8.092433798772342,8.150772407842767,152221,2023-10
2023-10-25,8.125771522521973,8.150773673892289,8.0924350557602,8.142440153304891,115734,2023-10
2023-10-26,8.1007661819458,8.167439089220766,8.092431869835492,8.15077046500015,182491,2023-10
2023-10-27,8.117435455322266,8.159106228482608,8.100767622940463,8.109101141729418,138644,2023-10
2023-10-30,8.034095764160156,8.150772990643722,8.034095764160156,8.117436526676418,172542,2023-10
2023-10-31,8.084098815917969,8.100767442732856,8.009091584858721,8.009091584858721,134229,2023-10
2023-11-01,8.150773048400879,8.217445976807937,8.067432285294057,8.11743658419735,241630,2023-11
2023-11-03,8.125771522521973,8.159107989283747,8.0924350557602,8.159107989283747,158118,2023-11
2023-11-06,8.192442893981934,8.209111521586623,8.109101345566309,8.159106433576465,274701,2023-11
2023-11-07,8.200778007507324,8.225780156548606,8.167441543850952,8.192443692892233,106792,2023-11
2023-11-08,8.200778007507324,8.234114471163695,8.159107229235863,8.200778007507324,189040,2023-11
2023-11-09,8.188125610351562,8.238722002788764,8.120664289903543,8.179692744244965,251879,2023-11
2023-11-10,8.145962715148926,8.221856907583627,8.129097785831458,8.188126244746252,131166,2023-11
2023-11-13,8.162830352783203,8.22185882546736,8.145964615329087,8.145964615329087,149851,2023-11
2023-11-14,8.188125610351562,8.213423404468976,8.145962084020956,8.196558476458158,154525,2023-11
2023-11-16,8.179695129394531,8.22185866801977,8.162830196466002,8.171262260828962,152795,2023-11
2023-11-17,8.188125610351562,8.221856270575572,8.17125987813837,8.179692744244965,111854,2023-11
2023-11-20,8.196558952331543,8.221856747917688,8.162828290149207,8.188126085735353,169182,2023-11
2023-11-21,8.171262741088867,8.204993413131032,8.16283067623032,8.196561348272482,119529,2023-11
2023-11-22,8.188125610351562,8.20499053836238,8.13752921791436,8.162827816234149,173028,2023-11
2023-11-23,8.137531280517578,8.196560554023405,8.12066634823204,8.188127685779346,176051,2023-11
2023-11-24,8.145962715148926,8.188126244746252,8.120664919071505,8.137529848388972,94728,2023-11
2023-11-27,8.095369338989258,8.188128486132957,7.943580912569878,8.188128486132957,323585,2023-11
2023-11-28,8.11223316192627,8.129098897753119,8.061637562850814,8.095368230301967,119416,2023-11
2023-11-29,8.103801727294922,8.129100335509644,8.061638988675762,8.103801727294922,106330,2023-11
2023-11-30,8.086935997009277,8.188128007303757,8.078503128434084,8.103800929957051,145044,2023-11
2023-12-01,8.070069313049316,8.179694179057405,8.044771514494379,8.095367915806772,155840,2023-12
2023-12-04,8.11223316192627,8.145963829377422,8.070069626561692,8.070069626561692,162909,2023-12
2023-12-05,8.061638832092285,8.129100177615847,8.044773093610058,8.070070897130725,183788,2023-12
2023-12-06,8.019474983215332,8.112234128710028,8.011042114296911,8.103801259791608,281606,2023-12
2023-12-07,8.002608299255371,8.061637570502828,7.960444763850774,8.027906903019659,189623,2023-12
2023-12-08,7.925826072692871,8.011142072045565,7.772257599311487,8.002610309383563,288559,2023-12
2023-12-11,7.814913749694824,8.011140176318241,7.780787520755988,7.925824197154412,230765,2023-12
2023-12-12,7.644283771514893,7.814914942247314,7.558967779331881,7.814914942247314,375876,2023-12
2023-12-13,7.610157489776611,7.721067953467483,7.58456301773521,7.64428372370968,199634,2023-12
2023-12-14,7.601625442504883,7.635751675156785,7.5760309714243474,7.610157204076249,307870,2023-12
2023-12-15,7.8063812255859375,7.8405074511872215,7.593092112169563,7.601623871978234,228931,2023-12
2023-12-18,7.7466630935668945,7.849041804195052,7.66134709455993,7.814915567318999,253473,2023-12
2023-12-19,7.644283771514893,7.746662473954345,7.627220247624849,7.704004477862839,348423,2023-12
2023-12-20,7.644283771514893,7.704004477862839,7.63575200956987,7.644283771514893,186502,2023-12
2023-12-21,7.704005718231201,7.746663721190775,7.644285002268037,7.644285002268037,141844,2023-12
2023-12-22,7.763725280761719,7.763725280761719,7.6954728187727675,7.704003766296242,106392,2023-12
2023-12-26,7.7466630935668945,7.7893210930703765,7.721068619318272,7.763726618821754,191116,2023-12
2023-12-27,7.93435525894165,7.985544191024459,7.746660609493405,7.7807868354264125,90034,2023-12
2023-12-28,8.087922096252441,8.087922096252441,7.925822741962992,7.934354501039628,85449,2023-12
2024-01-02,8.122052192687988,8.181772901458636,8.087925143523464,8.096456905814595,130639,2024-01
2024-01-03,8.130581855773926,8.173239846851054,8.104987386581051,8.122050908465305,113016,2024-01
2024-01-04,8.122052192687988,8.130583141345484,8.053798907992576,8.122052192687988,142458,2024-01
2024-01-05,8.087922096252441,8.156175355232204,8.045264928135916,8.122049132558987,200213,2024-01
2024-01-08,8.06233024597168,8.12205176523288,8.019672250394706,8.087924717864427,151979,2024-01
2024-01-09,7.993274688720703,8.114122804277212,7.941482051185024,8.062330989957578,128185,2024-01
2024-01-10,8.010538101196289,8.088226643455325,7.984642194848617,7.993274438036515,103942,2024-01
2024-01-11,8.001906394958496,8.053698205801002,7.984641909200333,8.010537814621586,95163,2024-01
2024-01-12,8.019170761108398,8.079594820131637,7.98464260977854,8.0019070970515,80036,2024-01
2024-01-15,8.096857070922852,8.096857070922852,8.010536304833352,8.019168546085469,101118,2024-01
2024-01-16,8.070962905883789,8.13138696120994,8.027802513558248,8.10549105510102,89444,2024-01
2024-01-17,8.11412239074707,8.13138687678444,8.062330579066968,8.088226484907018,69717,2024-01
2024-01-18,8.05369758605957,8.114121635131458,8.010537198201396,8.114121635131458,122113,2024-01
2024-01-19,8.05369758605957,8.07096207048921,7.976009052558043,8.05369758605957,174561,2024-01
2024-01-22,8.027800559997559,8.053696459804726,7.984640178175072,8.053696459804726,117441,2024-01
2024-01-23,7.976007461547852,8.027800081289538,7.9501115632848895,8.027800081289538,139068,2024-01
2024-01-24,7.950114727020264,7.976010635588461,7.924218818452067,7.976010635588461,144315,2024-01
2024-01-25,7.950114727020264,7.993275123444652,7.915586574523971,7.950114727020264,110128,2024-01
2024-01-26,7.906952381134033,7.976008669100767,7.872424237150667,7.9673764273009535,227586,2024-01
2024-01-29,7.924217224121094,7.941480885287793,7.906952739738469,7.924217224121094,125051,2024-01
2024-01-30,7.958745002746582,7.984640904910709,7.915584616995779,7.924216858789117,116036,2024-01
2024-01-31,7.906952381134033,8.00190539450021,7.889688720750294,7.9587450087170275,138840,2024-01
